Brand,Nama,Harga,Jumlah Review,Variasi,Foto Produk
Kylie Cosmetics,Setting Spray Matte Finish,Rp 590.000,(5),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941031710-kylie-cosmetic-Setting-Spray-Matte-F_c3dcfaf8679d7a42c5205205da8136e083887f34_1732504830.png
NARS,Pure Luxury Light Reflecting™ Cheek & Eye Palette II (Holiday Limited Edition),Rp 965.000,(5),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251147246-NARS-Pure-Luxury-Light-Reflecting-Che_a39b10c08e33d599c0b88396d1692bac6c71528f_1730624354.png
MAKE UP FOR EVER,HD Skin Pressed Powder,Rp 700.000,(199),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752216296-Make-Up-For-Ever-HD-Skin-Pressed-Pow_531b193c1fa346b79117d8c6f3c97c85b88e1767_1747106500.png
Bobbi Brown,Pot Rouge Velvet Matte Blush,Rp 590.000,(54),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170335643-Bobbi-Brown-Pot-Rouge-Velvet-Matte-Bl_d32c4956f440fdee0ec771fe6688b48680ba99f4_1748408023.png
Shu Uemura,Unlimited Tsuya FDT + CO Ultime8,Rp 1.640.000,,2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Sephora_PDP_-_June_-_Bundle5_d5f8af81a1935a3d2caf0586881a9b5d1fb62cee_1750920224.png
Sephora Collection,Colorful Eyeshadow Mono Shimmer,Rp 233.000,(27),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872239949-Sephora-collection-Colorful-Eyeshado_d51f4ad4ff863063117b0a36f6eec7fa715eff15_1741255676.png
MAKE UP FOR EVER,Super Boost Lip Gloss,Rp 420.000,(499),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752215961-Make-Up-For-Ever-Super-Boost-Lip-Glo_357b9d52ba9b84dc0f7037d682a68c335b610967_1740034952.png
Benefit Cosmetics,BADgal Bounce Voluminizing Mascara,Rp 290.000,(3302),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004155993-Benefit-Cosmetics-BADgal-Bounce-Masca_e1b97562190ccd4f9fe40bf1a00b6feadad750cc_1740451101.png
GIVENCHY,Rose Perfecto Shine Serum Lipstick,Rp 700.000,(303),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3274872463509-GIVENCHY-Rose-Perfecto-Shine-Serum-L_c98a3d5b32b81bebf31ab002f35153c4d265d323_1751353642.png
Armani Beauty,Power Fabric Setting Powder,Rp 1.285.000,,2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_GA_2023_Power-Fabric_-Powder_0_3614273517805_RVB-4000_4289b72c12593296675510e819b54fcac62e69a9_1745909156.png
Yves Saint Laurent,Loveshine Candy Duo Giftset,"Rp 1.580.000
   Rp 1.264.000 
    20% OFF",(11),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1746413483.png
Armani Beauty,Luminous Silk Acqua Highlighter,Rp 950.000,(197),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_01_GA_2024_LS-Acqua-Highlighter_2_ClosedOpen_3614274168990_R_a7c4fc0d02ab05b4cb74db75a1e129889016ce37_1746523939.png
Benefit Cosmetics,Benetint Dark Cherry Lip & Cheek Tint,Rp 435.000,(3703),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004162984-Benefit-Cosmetics-Benetint-Rich-Berry_64d28d48f71cae12dcc06e038c0b4053872fa142_1746761523.png
Benefit Cosmetics,Benetint Raspberry Lip & Cheek Tint,Rp 435.000,(577),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004163011-Benefit-Cosmetics-Benetint-Raspberry-_257ab60ddac8e1f7ba43ef1a7c11de3bd011737b_1746772341.png
Sephora Collection,Gentle Jelly Cleanser,Rp 285.000,(99),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872251736-Sephora-Collection-Gentle-Jelly-Clea_24221cbcd5428dec04de0ca94c21d58e41e52c73_1751438272.png
Tom Ford Beauty,Architecture Soft Matte Blurring Powder,Rp 1.750.000,(1),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066149334-Tom-Ford-Beauty-Architecture-Soft-Mat_b3c12eb7d3f0d8921c2f92a949a52be0bd1b2ff6_1757298878.png
Tom Ford Beauty,Lip Color Matte Lipstick,Rp 975.000,(864),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066106719-Tom-Ford-Lip-Color-Matte-Steel-Magnol_f1e82b4c48b2ca3ac2abdc6eaa89c03a9f19d64c_1757303989.png
Tom Ford Beauty,Shade And Illuminate Contour Duo,Rp 1.690.000,(376),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066144131-TOM-FORD-BEAUTY-Shade-And-Illuminate-_88aeff8e7b4c40b62be9ae6a88c59b7a8c267509_1757501862.png
Sephora Collection,Colorful Blush Glaze,Rp 300.000,(71),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872258148-Sephora-Collection-Colorful-Blush-Gl_c89bf11e3e8fc9153d8724d9294222aef2979077_1752226922.png
MAKE UP FOR EVER,Super Boost Lip Gloss,Rp 420.000,(499),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752215961-Make-Up-For-Ever-Super-Boost-Lip-Glo_357b9d52ba9b84dc0f7037d682a68c335b610967_1740034952.png
Benefit Cosmetics,BADgal Bounce Voluminizing Mascara,Rp 290.000,(3302),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004155993-Benefit-Cosmetics-BADgal-Bounce-Masca_e1b97562190ccd4f9fe40bf1a00b6feadad750cc_1740451101.png
Sephora Collection,Colorful Face Palette,Rp 582.000,(228),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872237037-Sephora-collection-Colorful-Face-Pal_900b99c61be923ac39d016ac8d281c224346e865_1741231687.png
Sephora Collection,Colorful Eyeshadow Mono Shimmer,Rp 233.000,(27),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872239949-Sephora-collection-Colorful-Eyeshado_d51f4ad4ff863063117b0a36f6eec7fa715eff15_1741255676.png
Yves Saint Laurent,Loveshine Candy Duo Giftset,"Rp 1.580.000
   Rp 1.264.000 
    20% OFF",(11),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1746413483.png
Armani Beauty,Luminous Silk Acqua Highlighter,Rp 950.000,(197),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_01_GA_2024_LS-Acqua-Highlighter_2_ClosedOpen_3614274168990_R_a7c4fc0d02ab05b4cb74db75a1e129889016ce37_1746523939.png
Benefit Cosmetics,Benetint Dark Cherry Lip & Cheek Tint,Rp 435.000,(3703),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004162984-Benefit-Cosmetics-Benetint-Rich-Berry_64d28d48f71cae12dcc06e038c0b4053872fa142_1746761523.png
Benefit Cosmetics,Benetint Raspberry Lip & Cheek Tint,Rp 435.000,(577),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004163011-Benefit-Cosmetics-Benetint-Raspberry-_257ab60ddac8e1f7ba43ef1a7c11de3bd011737b_1746772341.png
Natasha Denona,Hy-Blush Cloudy Cream Cheek Duo,Rp 775.000,(760),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7290113705753-Natasha-Denona-Hy-Blush-Cloudy-Cream_0e2ce7abac7e22c065963ad8cc0b7007574044ef_1754984993.png
MAKE UP FOR EVER,HD Skin Pressed Powder,Rp 700.000,(199),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752216296-Make-Up-For-Ever-HD-Skin-Pressed-Pow_531b193c1fa346b79117d8c6f3c97c85b88e1767_1747106500.png
Shu Uemura,Unlimited Tsuya FDT + CO Ultime8,Rp 1.640.000,,2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Sephora_PDP_-_June_-_Bundle5_d5f8af81a1935a3d2caf0586881a9b5d1fb62cee_1750920224.png
Armani Beauty,Luminous Silk Glow Blush,Rp 1.000.000,(202),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_01_GA_2023_Luminous-Silk_Glow-Blush_11_Open_3614273954280_RV_336975b8257d4a212d8d3a97a3e3ef9150c9bb6c_1745477535.png
Armani Beauty,Power Fabric Setting Powder,Rp 1.285.000,,2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_GA_2023_Power-Fabric_-Powder_0_3614273517805_RVB-4000_4289b72c12593296675510e819b54fcac62e69a9_1745909156.png
Laura Mercier,Tinted Moisturizer Natural Dewy SPF 30,Rp 950.000,(14),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_LM_1Q25_TMND_FULL_INTL_1w_BLONDE_R150_3000x3000_0c9370d8311a0c00f6bb47b2fa5e7a44d22da8c0_1748230947.png
Kylie Cosmetics,Tinted Butter Balm,Rp 465.000,(55),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941088806-KYLIE-COSMETICS-Tinted-Butter-Balm-2_72f135a2addcdcda6128b985fbe62191b3a669fa_1732507354.png
Huda Beauty,Creamy Obsessions Eyeshadow Palette,Rp 685.000,(384),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_6294018404583_01_66e93db0304ed07841a22ef1cc49886929976743_1710484791.png
Laura Mercier,Pure Canvas Blurring Primer,Rp 450.000,(105),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_zoom_1_Product_194250067521-LAURA-MERCIER-Pure-Canvas-Primer_8d76de146dfc0f0280921637c23c2375afcc94da_1758784987.png
Sephora Collection,Best Skin Ever High Coverage Concealer,Rp 362.000,(60),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872252672-Sephora-Collection-Best-Skin-Ever-Hi_e89fea685eb0759b3ec303f4c96aeb1c94995eb8_1759721170.png
Shiseido,UV Protective Compact Foundation SPF 35 PA+++ Refill,Rp 635.000,(1),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_730852212893-Shiseido-UV-Protecat-Compact-Foundati_77aa7a8a146f566be7f8ac219a6c0316d890ef94_1758860175.png
Dr. Dennis Gross,All-Physical Lightweight Wrinkle Defense SPF 30 PA++++,Rp 850.000,(28),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_695866564881-Dr-Dennis-Gross-All-Physical-Lightwei_b4dbbfd847b111ca12d470a07725c4f6ee024b38_1758871905.png
Benefit Cosmetics,Ring Around A Brow,Rp 630.000,,4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_250901_Holiday25_RingAroundABrow_Stylized_Shade3_1191_1644x1_d31b4b77f326fc40ef57ed8905b77b2f33d1b8e0_1759904571.png
Benefit Cosmetics,Rollin’ With Benetint Tint & Lip Shine Duo (Holiday Limited Edition),Rp 630.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164711-Benefit-Cosmetics-Rollin-With-Benetin_e5a3c449557f4ef6fc75d58c250b88dc46955b1b_1759909465.png
Benefit Cosmetics,"Game, Set, Bounce Mini Mascara & Brow Setter Duo (Holiday Limited Edition)",Rp 385.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164735-Benefit-Cosmetics-Game-Set-Bounce-Min_79c48e20ccc735b391218955df40702790f409b8_1759911234.png
Bobbi Brown,Sheer Finish Pressed Powder,Rp 760.000,(312),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170245706-Bobbi-Brown-Sheer-Finish-Pressed-Powder-Soft-Sand_a38c5e67eb845c6ef8b99764fe16eda4e50bad06_1617898528.png
KAJA,Cheeky Stamp Cushion Blush,"Rp 415.000
   Rp 290.500 
    30% OFF",(1610),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_KJ_CheekyStamp_PrimaryPackaging_01_8af118d1b2e90b9c1ac9b84b6d1fe160f47e0f10_1706608348.png
NARS,Climax Liquid Eyeliner,Rp 435.000,(280),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_NARS_FA21_FallEdit_Climax_PDPCrop_Soldier_LiquidEyeliner_GLBL_2400x2400_845f360c3dcfe9d1a9ff04dc342944a4ae745cc7_1674112799.png
KAJA,Mochi Glow Bouncy Cream-to-Powder Compact Highlighter,Rp 349.000,(183),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_MochiGlow03_1_d4726b357eb3800e3438d4d99c8f86e84e4498bd_1707992713.png
MAKE UP FOR EVER,Aqua Resist Brow Filler,Rp 450.000,(236),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752179072-Make-Up-For-Ever-Aqua-Resist-Brow-Filler-30-Soft-Brown_dd4c454d3a2fcf65e4aafb985dfaf409c2bf508f_1630492767.png
DIOR,Micellar Water Cleanser,Rp 850.000,(19),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901600392-Dior-Micellar-Water-Cleanser-200ml_c287747c05f34fea3b5f60b0f837b861b19a83cb_1654571570.png
Anastasia Beverly Hills,Brow Fix Primer,Rp 534.000,(536),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_zoom_10408_AnastasiaBeverlyHills_BrowFixPrimer_WEB_3138ec270c590121bf00aa612d0dc18dd6fa6571_1602589755.png
Yves Saint Laurent,All Hours Hyper Bronze,Rp 1.325.000,(620),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_YSL_DM_3_8009224cb8c4cda4c1d3e90ddd0047cca92c1a80_1724320745.png
DIOR,Diorshow Iconic Overcurl Waterproof Mascara,Rp 800.000,(400),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3348901561556-DIOR_85743104bbc5c5472efd69f2f575f8f7a14c3524_1623857302.png
Nudestix,Nudies Matte All Over Face Color Blush,Rp 699.000,(1336),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1719564166.png
MAC Cosmetics,Lip Pencil (Limited Edition),Rp 410.000,(2),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602745043-MAC-Cosmetics-Lip-Pencil-Limited-Edit_4cdf062b2b9c994d6efa52387ef9c975ead81442_1742351522.png
Stila,Stay All Day® Dual-Ended Waterproof Liquid Eye Liner,Rp 620.000,(106),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_2_Product_94800361683-Stila-Stay-All-Day-Dual-Ended-Waterpro_c9f4c09264102f0c1891d7b876f5479f2667446c_1732173884.png
MAC Cosmetics,Eye Shadow,Rp 365.000,(151),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_32276_MACCOsmetics_EyeShadow_Espressomatte_WEB_2_5c694056ec2715e7dd5b7c1470a7d264077f3a94_1664445463.png
Mario Badescu,Lip Balm,Rp 188.000,(275),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_785364130425_Lip_Balm_Front_1__e134b7f91097701001090f2e47f54c901bc2befc_1617582416.png
Natasha Denona,Macro Blade Liquid Liner,Rp 555.000,(80),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7290113702332-Natasha-Denona-Macro-Blade-Liquid-Liner-Default_7664296655aaecaaa153c66ef71602a8efe3370c_1650527597.png
Huda Beauty,Cheeky Tint Blush Stick,Rp 525.000,(424),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6291106038231-Huda-Beauty-Cheeky-Tint-Blush-Stick-Coral-Cutie_7488e88f1d6f34e0e6548efcfd2dfab0dd0a4738_1678867676.png
Natasha Denona,Pastel Plexi Glow Highlighter,Rp 899.000,(43),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1678341481.png
Dear Dahlia,Paradise Dream Lash Defining Mascara,Rp 576.000,(2),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809546847320-Dear-Dahlia-Paradise-Dream-Lash-Defining-Mascara-8ml_955bc86147e9a18e49a043f3c164b5eaf78cb9e3_1681110976.png
Nudestix,Soft Nude Eyes,Rp 550.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1687965020.png
Natasha Denona,Glam Face Palette,Rp 1.250.000,(331),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7290113702417-Natasha-Denona-Glam-Face-Palette-Light_9d6f40445f3387cd8160a4453f10d8ed67cfea43_1650880523.png
MAC Cosmetics,Black Panther Liquidlast 24 Hour Waterproof Liner,Rp 395.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_773602629138_BlackPanther2_LiquidLast24HourWaterproofLiner_WakandanTradition_1_a3dc72714041c12ec74e30c9d6adc10a5152236f_1669039438.png
Natasha Denona,Love Face Palette,Rp 1.290.000,(127),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1678346865.png
Benefit Cosmetics,Gimme Brow+ Volumizing Pencil Mini,Rp 280.000,(60),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004135636-BENEFIT-Gimme-Brow-Volumizing-Pencil-Mini-3_271b0f9223d157dadecaa568cbd99a345fcd51f7_1662007051.png
Benefit Cosmetics,Precisely My Brow Duo Pencil,Rp 510.000,(66),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_benefit_3__2ddbe1005f03171317c175beb07c44943500d750_1707463971.png
Huda Beauty,Resting Boss Face Waterproof Setting Spray,Rp 675.000,(1522),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_33599-Huda-Beauty-Resting-Boss-Face-Setting-Spray-Default_22a82d5ab5a3e305e2c312012aed64c19f25a9cd_1689066403.png
MAC Cosmetics,Lovestruck Luck Lustreglass Sheer-Shine Lipstick,Rp 410.000,,3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_773602701209_LunarNewYear_LustreglassLipstick_LuckHasIt_1_30_5855b89f4c45673b05aed1e8e14f1344fa9c7914_1707713785.png
Huda Beauty,Nude Eyeshadow Palette,Rp 1.450.000,(2253),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_202146_2520Huda_2520Beauty_2520Nude_2520Eyeshadow_2520Palette_8c4f365d5d8e9c09472d7d939d0c2d431b708e1d_1686564662.png
MAC Cosmetics,Molten Metal Highlighter Enlumineur,Rp 630.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602701056-MAC-Cosmetics-Molten-Metal-Highlighte_281e470597883fe5a308f363436c3bed0c4dc789_1707722373.png
La Mer,The Powder,Rp 2.250.000,(96),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1000x1000_9__9f51115c30c3bb0ca5c615d4fdb4fbf691cf57a3_1692325947.png
MAKE UP FOR EVER,Amazing Prep & Set Kit Holiday 23,Rp 600.000,(22),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1697423296.png
Yves Saint Laurent,Mascara Volume Effet Faux Cils Waterproof,Rp 900.000,(118),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_YSL_MVEFC_NOIR_NEW_PACK_R19_WP_MAD_a8e24a471f75bec433aa67653eabc9c4ca2f6d7c_1711539340.png
Stila,Stay All Day® Muted-Neon Liquid Eye Liner,Rp 499.000,(5),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_5_ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4_1686558313.png
Huda Beauty,Pretty Grunge Eyeshadow Palette,Rp 1.450.000,(706),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_HB01058_01_567186988860cf7dbd7ca15b162d5eee2317ad95_1700039395.png
Yves Saint Laurent,The Slim Velvet Radical Lipstick,Rp 800.000,(1256),9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_YSL_THE_SLIM_VELVET_RADICAL_320_1__63ffe003c287006d97e9f2ed2095777d8ac82616_1711515592.png
Anastasia Beverly Hills,Lash Genius Serum,Rp 1.037.000,(12),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_689304191890_LashGeniusSerum_1_26e6afd35e74129e67559a040e01d168c1dce1b6_1703144672.png
Laura Mercier,Brow Pencil,Rp 500.000,(15),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_soft_eb74f2cb1a9d6a502e420f61c204e2c2cb3ec8a8_1697686575.png
Benefit Cosmetics,Bigtime Brow Minis,Rp 405.000,(5),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_GL24_Etail_Product_BigTimeBrowMinis_PromoSet_Stylized_Shade4_5c3dc033b579f5f7741bd1bc2c469cdb506b2e36_1719810376.png
Benefit Cosmetics,Spiced Up Your Brows,Rp 800.000,(2),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Spiced_Up_Your_Brows_756c81289f8afb3b4ea4d8148d001fad19213dad_1727703221.png
MAC Cosmetics,Pout Full of Posies Lip Kit: Pink,Rp 795.000,(3),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602720316-MAC-Cosmetics-Pout-Full-Of-Posies-Lip_bf9c1b375feb9f485d34c449e336c4f7e2f5d69a_1727690335.png
