Brand,Nama,Harga,Jumlah Review,Variasi,Foto Produk
Sephora Collection,Original Best Skin Ever High Coverage Concealer,Rp 362.000,(8),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872168263-Sephora-Collection-Best-Skin-Ever-High-Coverage-Concealer-T27_de8cd83851ad54764655630917cc4e7acba81a28_1618857341.png
Anastasia Beverly Hills,Liquid Eyeliner,Rp 483.000,(997),6 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_prd_Sea_request_49614_2024083008205755_689304214308_Liquid_L_53ef070fdb234a8f1f96ba5ea63e1aca8bcd3e3b_1726209184.png
Lancôme,Juicy Summer Beauty Essentials Set,Rp 750.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Tanpa_judul_1000_x_1000_piksel_89__67f9d407a3d32f99070223c1f552c0208b3578b8_1758787996.png
Shiseido,Synchro-Skin Radiant Lifting Foundation,Rp 820.000,(1),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_729238215955-Shiseido-Synchro-Skin-Radiant-Lifting_ac2ac9a847642b46a89237c25187c37fd67c4b0c_1758857773.png
Lancôme,3 Serum Finecover Cushion Refill,Rp 850.000,,4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_refill_w20-removebg-preview_a9ff763d0b737962a465dfe46406e03f44b65f26_1759399974.png
Benefit Cosmetics,Camp P.O.R.E. Priming & Setting Trio (Holiday Limited Edition),Rp 790.000,,,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164902-Benefit-Cosmetics-Camp-P-O-R-E--Primi_11e62728182e4e5ba59222bc2328c22ea9cd4a89_1759978776.png
Benefit Cosmetics,BROWminoes,Rp 630.000,(2),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_250901_Holiday25_Ecomm_Browminoes_shade3_77-82_Stylized_1644_c7d571dd98e27760df0447d294887eeb34597030_1759896834.png
Benefit Cosmetics,Cheek Score Blush Palette Mini (Holiday Limited Edition),Rp 560.000,(1),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004164704-Benefit-Cosmetics-Cheek-Score-Blush-P_87551503528bcd5410b26ad8aa4db329f38f9d48_1759907803.png
MAKE UP FOR EVER,Ultra HD Skin Booster,Rp 630.000,(179),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_ULTRA-HD-SKIN-BOOSTER-Hydra-Plump-Serum_ed51d0b70a4d61156cb8cfb61c12dc583d15b863_1602589169.png
Bobbi Brown,Perfectly Defined Gel Eyeliner,Rp 600.000,(187),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170132266-Bobbi-Brown-Perfectly-Defined-Gel-Eyeliner-Pitch-Black-A-Blackest-B_78c2fce66f2528215370db391703ee706f9841a0_1635824547.png
GUERLAIN,Meteorites Base Perfecting Pearls,Rp 1.330.000,(141),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3346470420984_489d942158abaad9c20aed00bc94036be9bd6abc_1625041905.png
MAKE UP FOR EVER,Yellowness Neutralizer Step 1 Face Primer,Rp 745.000,(83),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752174367-Make-Up-For-Ever-Yellowness-Neutralizer-Step-1-Face-Primer-30ml_eab2c7f48c25edd2b3ef13e1bb2fb737e02fff02_1609846017.png
GUERLAIN,Parure Gold Setting Mist,Rp 800.000,(15),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_3346470430440_PG_MIST_a4221a26f474b17de830cdab227b9d7a589edd14_1626182961.png
Huda Beauty,Power Bullet Matte Lipstick,Rp 520.000,(2810),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6291106032826-Huda-Beauty-Power-Bullet-Matte-Lipstick-Wedding-Day_384408ce869e8aa55a227a4a6f8e6a17253486a1_1678956788.png
Dear Dahlia,Dream Velvet Lip Cloud Tint,Rp 492.000,(54),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809546847511-Dear-Dahlia-Dream-Velvet-Lip-Tint-Envy_9a8d67a9a5ee9a755c28ac2056bcb4d3adc1b1a7_1681115606.png
Stila,Plumping Lip Glaze,Rp 480.000,(22),13 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_94800363335-Stila-Plumping-Lip-Glaze-Cinnamon-8b4b_13877ec4f2c29a5dd17f7c57bea2e9aae17e342d_1731899587.png
Estée Lauder,Double Wear 24H Waterproof Gel Eye Pencil,Rp 530.000,(1),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1000x1000_2__05140e9316c3c8b596fce1875fe78fab1c695070_1655204512.png
Sephora Collection,Love The Lift Mascara,Rp 336.000,(683),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872213529-Sephora-Collection-Love-The-Lift-Mas_c82f0d494579168d9c90a083a3efdb342fd05397_1709714463.png
Estée Lauder,Double Wear Smooth & Blur Primer,Rp 650.000,(12),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Double_Wear_Smooth_Blur_Primer_567474f7493de4e6a25422f5eb3e26dc43b3ea85_1715336149.png
Benefit Cosmetics,Plushtint Moisturizing Matte Lip Tint,Rp 435.000,(440),12 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004149282-Benefit-Cosmetics-Plushtint-Moisturiz_2388bc3276b08a32972ef5a8083820c45f92ce80_1713763242.png
Dear Dahlia,Lip Paradise Sheer Dew Lipstick,Rp 576.000,(13),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809546847924-Dear-Dahlia-Lip-Paradise-Sheer-Dew-L_376a47e656651e22bb5e6194d22b878e49c715bd_1711354487.png
Yves Saint Laurent,Lines Liberated Eye Pencil,Rp 690.000,(112),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_03614274173772_linesliberated_02_alt1_3aaccda1da166df64ad8d96de91ee3582945db71_1724405715.png
MAC Cosmetics,M·A·C Pro Locked Brow Gel Clear,Rp 425.000,(4),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602695843-MAC-Cosmetics-Pro-Locked-Brow-Gel-Cle_00722b3d9e36b6fa7fad2fb04ede6c5d30edb8a5_1718610488.png
NARS,Spotlight Blush,Rp 565.000,(11),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251151809-NARS-Talc-Free-Blush-Holiday-Limited-_6945a5890021ac0e70d587d0e46a82cbf280c944_1730354832.png
NARS,Brow Shaping Gel,Rp 440.000,(2),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251144221-NARS-Climax-Brow-Gel-3-6g_69efa78bc1ba69953b3b4fec33db1e1f7adc1e13_1730363076.png
bareMinerals,Complexion Rescue Natural Matte ​Tinted Moisturizer ​Mineral SPF 30,Rp 700.000,,9 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_BM_SP23_CRTMM_Silo_Hero_Shadow_R300-removebg-preview_1__b2419f7be8c5bbac58e46b37c5cc212616e90f21_1737104109.png
Lancôme,Skin Refining Setting Powder,"Rp 840.000
   Rp 798.000 
    5% OFF",(1),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_SHADE_00_186105ff7b72d3bceb9bdd001ed1b603584881e1_1750300477.png
GIVENCHY,Le 9 De Givenchy,Rp 1.225.000,(37),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_P080019_Le-9_08-de-Givenchy_Packshot_View_0_033e0148271d7b1c1e4726dc3ebf1fc6f5a17976_1741838531.png
Tom Ford Beauty,Sunlit Rose Lip Balm,Rp 975.000,(459),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066152143-Tom-Ford-Beauty-Sunlit-Rose-Lip-Balm-_45f53add24915beaae9f09bc52d6682814c795ff_1757504820.png
Sephora Collection,Size up Mascara Mini,Rp 194.000,(91),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872233695-Sephora-collection-Size-up-Mascara-M_3f7907ea1d0a3ce86575ccade378b9037309dd16_1743149872.png
MAKE UP FOR EVER,HD Skin Blush and Glow Palette,Rp 1.520.000,(177),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752215862-Make-Up-For-Ever-HD-Skin-Blush-and-G_c9bbf7f45e2fadcfe13463e03509cbaac726768b_1750302572.png
Tom Ford Beauty,Liquid Lip Luxe Matte,Rp 1.035.000,(598),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_888066135924-Tom-Ford-Beauty-Liquid-Lip-Luxe-Matte_e3c32ea706ba4f76f9e7bae92464a870e87ae971_1757477040.png
Lancôme,Lip Idole Juicy Treat Lip Gloss,Rp 675.000,(1000),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_18_9e6a55b6b4563e652a23be9d623ca5055c356940_1754900276.png
MAKE UP FOR EVER,Mist & Fix Setting Spray,Rp 620.000,(1060),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752196376-Make-Up-For-Ever-Mist-Fix-Setting-Spray-100ml_b7b11a86aaf048901ec5fd0c7247f6570460c1ab_1680234704.png
Sephora Collection,12H Intense Ink Fine Line Felt Eyeliner,Rp 310.000,(43),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872248620-Sephora-collection-12H-Intense-Ink-F_997d5c77f230af4d8ad1cb49993fa0fa08c9d7d3_1739867564.png
Lancôme,Long Time No Shine Loose Setting & Mattifying Powder,Rp 1.090.000,(920),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1602589645.png
MAKE UP FOR EVER,Fresh Brighten Step 1 Face Primer,Rp 745.000,(132),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3548752174374-Make-Up-For-Ever-Fresh-Brightener-Step-1-Face-Primer-30ml_aa1356f7e3b9a10b9b9cf6daa158436a9802cf7d_1609846626.png
Dear Dahlia,Paradise Blooming Balm,Rp 612.000,(6),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809546840543-Dear-Dahlia-Paradise-Blooming-Balm-Default_183af7a47e9d7bf4e20a32cfef16a51b8e5ccb1f_1612250519.png
Dear Dahlia,Paradise Dream Velvet Lip Mousse,Rp 552.000,(235),18 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809546841885-Dear-Dahlia-Paradise-Dream-Velvet-Lip-Mousse-Lip-Tint-Ballet_e54cbc93a8cfe56c033f137ca9fecec0776ae2dc_1612325793.png
Benefit Cosmetics,The Porefessional Lite Primer,Rp 615.000,(1197),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004136299-Benefit-The-Porefessional-Lite-Primer-22ml_12df73fd058fb746047b87edb04548bfd53c9724_1642061365.png
Shu Uemura,Unlimited Loose Powder,"Rp 835.000
   Rp 709.750 
    15% OFF",(34),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_shu_unlimited_mopo_loose_1__1974171a806208527c8996a85fbee2087a812566_1645765439.png
Lancôme,L'Absolu Rouge Drama - Matte Lipstick,"Rp 715.000
   Rp 643.500 
    10% OFF",(123),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_160_be057d4ca44c10a0fc1dfcffd99cce1490291dc7_1727946653.png
Dear Dahlia,Paradise Dream Precision Pro Liquid Eyeliner,Rp 576.000,(19),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809546843902-Dear-Dahlia-Paradise-Dream-Precision-Pro-Liquid-Eyeliner-Noir_d36516f3c4bdce5de7f4fdc225097e98b4834a8d_1647944577.png
Natasha Denona,Macro Tech Eye Crayon,Rp 499.000,(250),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7290113705258-Natasha-Denona-Macro-Tech-Eye-Crayon-Eyeliner-Camu-Camu_7b6d5b527eb44be6aaee6fecf57323689a96e9f5_1685700326.png
MAC Cosmetics,Extra Dimension Skinfinish Highlighter,Rp 710.000,(40),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602429899-MAC-Extra-Dimension-Skinfinish-Highlighter-Double-Geam_dcb1e2f25b84b5a2d1043bb80502c7aad9c44057_1652151463.png
GUERLAIN,KissKiss Bee Glow Tint Lip Balm,Rp 690.000,(130),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3346470435698-Guerlain-KissKiss-Bee-Glow-Tint-Lip-Balm-309-Honey-Glow_164c6a0e1ae20a162c6f8f0256f10ed51a754324_1658476854.png
Natasha Denona,My Dream Eyeshadow Palette,Rp 1.399.000,(499),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_7290113704282-NATASHA-DENONA-My-Dream-Eyeshadow-Palette-Default_c4ef283ceed0ed9659af079bd0ba0658832a6cc4_1666494921.png
Anastasia Beverly Hills,Glam To Go Mini Palette,Rp 655.000,(272),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_Glam_to_go_1_9acc2a59073fc588dd2956cfe40eeda7607d4924_1669875860.png
Clinique,Even Better Powder Makeup Water Veil SPF27/PA++++ Refill,Rp 665.000,(33),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_20714758851-Clinique-Even-Better-Powder-Makeup-Water-Veil-SPF27-PA--Refill-Ivory_c0f960b371bd3383c18d84b5921dcc1a5b866f5e_1659580254.png
Shiseido,Technosatin Gel Lipstick,Rp 425.000,(33),20 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_729238180499-Shiseido-Technosatin-Gel-Lipstick-404_0916d3e86a3804c4b7c65a6c13c3b4c4b270ac29_1676621556.png
MAC Cosmetics,Connect In Colour Eye Shadow Palette 12 Shade,Rp 1.280.000,(16),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1686800459.png
Bobbi Brown,Long-Wear Brow Pencil,Rp 750.000,(5),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_BBEP20_warmbrown_ac002b0634bcd07e598d60deced5787154aee710_1737527715.png
LANEIGE,NEW NEO Cushion Matte,Rp 440.000,(7),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_111976727-LANEIGE-NEO-CUSHION-MATTE-23N-15G-2_5bafb0fd95f29e97b7ae70df8545e9022fc7f059_1692697880.png
Yves Saint Laurent,Touche Éclat Blur Primer,Rp 1.300.000,(2290),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_ysl_complexion_teint-touche-eclat-blur-primer-silver_3614270_5966d6a2ea10944a1470362cf85754dc243ba06d_1724643283.png
Bobbi Brown,Weightless Skin Foundation SPF 15 PA++,Rp 900.000,(513),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_716170285405-Bobbi-Brown-Weightless-Skin-Foundatio_71ca95c3dd2ab1d86721fcea8b098e316a8382f0_1724665122.png
MAC Cosmetics,Studio Fix Longwear Cushion Foundation SPF 50/PA+++ Refill,Rp 500.000,(3),3 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602682577-MAC-Cosmetics-Studio-Fix-Cushion-Comp_ff220c941a998cf8f730316d9b53f35f19498252_1727683680.png
Armani Beauty,Power Fabric + Ultra Longwear Matte Foundation SPF 20,Rp 1.250.000,(26),11 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_01_GA_2022_Power-Fabric-Plus_2_75_Closed_Inter_3614273557979_4c91394c44956bb8d813d48d6921d7a1abc0b097_1745395514.png
Armani Beauty,Power Fabric Concealer,Rp 860.000,(11),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3614273363617-Armani-Power-Fabric-Concealer-2-f5cd_75895ec4add443e7e8c566f25db37ace3440460b_1745570369.png
Huda Beauty,Glossiest Gloss Mini Kit (Limited Edition),Rp 615.000,(119),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1741062913.png
Sephora Collection,Totally Juicy Lip Tint,Rp 310.000,(189),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872244974-Sephora-Collection-Totally-Juicy-Lip_5f0a242f563a19efbf9c20f03dc67da8224b3e10_1748422868.png
Bobbi Brown,Long-Wear Brow Pencil,Rp 750.000,(5),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_IMAGE01_BBEP20_warmbrown_ac002b0634bcd07e598d60deced5787154aee710_1737527715.png
MAC Cosmetics,Connect In Colour Eye Shadow Palette 12 Shade,Rp 1.280.000,(16),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_356a192b7913b04c54574d18c28d46e6395428ab_1686800459.png
MAC Cosmetics,Lip Pencil,Rp 410.000,(23),7 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602756339-MAC-Cosmetics-Lip-Pencil-Cool-Spice-D_505ad8a0839b9a1d8242d35839882617a5e5f838_1741945853.png
ESQA,Minimalist Serum Concealer,Rp 129.000,(4),8 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_03_Custard_c25b77d7ae1f86d5b130cea631b586b66a0a00a3_1718696026.png
MAC Cosmetics,Prep + Prime 24-Hour Extend Eye Base,Rp 465.000,(109),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_773602335374_PrepPrime24HourExtendEyeBase_6_60b465300ee97da3e70fb2d8ef821dbf481c118c_1719200275.png
NARS,Laguna Ultimate Face Palette,Rp 965.000,(29),2 types,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_0194251142838_LagunaFacePalette1_LightMedium_ccfc7295cd51cec140334663a8f6195377390965_1719286987.png
Anastasia Beverly Hills,Mini Sultry Kit,Rp 936.000,(2),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_prd_Sea_request_49622_2024072609284471_689304199216_01_52107aacb3bf4050877989e93b54e2d33a5c7b5c_1724212225.png
Sephora Collection,About That Shine Lacquer Shine Lipstick,Rp 310.000,(370),10 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872233374-Sephora-Collection-About-That-Shine-_683165131f44c5da940fc30a20f15a519ad203ba_1722334857.png
Anastasia Beverly Hills,Blurring Serum Blush,Rp 635.000,(564),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304186698-Anastasia-Beverly-Hills-Blurring-Seru_a1b17d4f91f81de9735585761cd5237c32418707_1721974323.png
Anastasia Beverly Hills,Impeccable Setting Spray,Rp 355.000,(1164),2 sizes,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_689304361811-Anastasia-Beverly-Hills-Impeccable-Se_2616d331a00aef25647b66ff96f4f85fa657368a_1737003161.png
Sephora Collection,Contour Stick,Rp 388.000,(637),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_3378872234906-Sephora-collection-Contour-Stick-02-_e6fa40a0ae938ae664fa503f758bdf12ffc3cf47_1737432457.png
NARS,Pure Luxury Light Reflecting™ Cheek & Eye Palette I (Holiday Limited Edition),Rp 965.000,(25),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251147239-NARS-Pure-Luxury-Light-Reflecting-Che_9bfa45ef62fbfe1a056350fd82080a086ba79f8d_1732876046.png
NARS,Quad Eyeshadow Palette,Rp 900.000,(6),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251151090-NARS-Quad-Eyeshadow-Palette-Kuala-Lum_75280aa4dcece65b4e1b18aa1c39a36e94731613_1747385480.png
Kylie Cosmetics,Kylie Gel Eyeliner Pencil,Rp 456.000,(6),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941009245-kylie-cosmetic-Kyliner-Gel-Eyeliner-_2e2163840caa5b8ba0e591c725ecac2c2145d7ac_1732269633.png
Kylie Cosmetics,Velvet Liquid Lipstick & Lip Liner Kit,Rp 595.000,(28),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941008613-kylie-cosmetic-Velvet-Liqui-Lipstick_f928b6ec1f169c2d369046cdf3f92cfab760dd59_1732263134.png
Kylie Cosmetics,Kylie Power Plush Longwear Foundation,Rp 750.000,(25),20 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_4064941009627-KYLIE-COSMETICS-Power-Plush-Longwear_34a9a82b20cb766eb47f6fe8bcc3d8b4504110a9_1732504423.png
MAC Cosmetics,Studio Radiance 24Hr Luminous Lift Concealer,Rp 550.000,(11),6 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_773602657117-MAC-Cosmetics-Studio-Radiance-24Hr-Lu_b7f586b8f5e3b40a220410037f98a2f571eae3dd_1753414632.png
Sulwhasoo,Perfecting Lip Color,Rp 600.000,(19),5 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_8809925154087-Sulwhasoo-Perfecting-Lip-Color-No-46_453b63b42a59ddc1f0266cb3d231ce8cd607a36f_1730868100.png
Huda Beauty,Easy Blur Silicone-Free & Pore-Minimizing Tinted Primer,Rp 695.000,(423),,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_6294018408543-Huda-Beauty-Easy-Blur-Silicone-Free-_b659a65b1f31eab31816feda86b31f54c0d42279_1756265913.png
NARS,Afterglow Lip Oil (Limited Edition),Rp 460.000,(3),2 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_194251147116-NARS-Afterglow-Lip-Oil-Limited-Editio_c77b8ed73e993e448535dba5657677a2c202c1b3_1751274185.png
Benefit Cosmetics,Hoola Matte Powder Bronzer,Rp 630.000,(2711),4 shades,https://image-optimizer-id.production.sephora-asia.net/eyJlZGl0cyI6eyJyZXNpemUiOnt9fX0=/images/product_images/zoom_1_Product_602004160522-Benefit-Cosmetics-Hoola-Matte-Powder-_dc93a0d0ce034e119ef5bb398a52ba9444bda298_1752059705.png
